id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
oEkQ5tEQXFH8X7Mo-UOHTA,intimate-waterway-tours-fort-lauderdale,Intimate Waterway Tours,https://s3-media2.fl.yelpcdn.com/bphoto/dEPcgDcVzmBzt0DQmzgB9g/o.jpg,False,https://www.yelp.com/biz/intimate-waterway-tours-fort-lauderdale?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,55,"[{'alias': 'boattours', 'title': 'Boat Tours'}]",5.0,"{'latitude': 26.1175784, 'longitude': -80.14312009999999}",[],"{'address1': '2 S New River Dr W', 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33301', 'country': 'US', 'state': 'FL', 'display_address': ['2 S New River Dr W', 'Fort Lauderdale, FL 33301']}",+19544884407,(954) 488-4407,38216.225407131,
K3IPYmaK-xRlH24zNrOmcg,carnival-breeze-miami-2,Carnival Breeze,https://s3-media2.fl.yelpcdn.com/bphoto/RplWMkhnWbWZ6Gr7YyyegA/o.jpg,False,https://www.yelp.com/biz/carnival-breeze-miami-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,70,"[{'alias': 'travelservices', 'title': 'Travel Services'}, {'alias': 'tours', 'title': 'Tours'}]",3.5,"{'latitude': 25.775279, 'longitude': -80.167577}",[],"{'address1': 'N Cruise Blvd', 'address2': '', 'address3': 'Port Miami', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['N Cruise Blvd', 'Port Miami', 'Miami, FL 33132']}",+18003279501,(800) 327-9501,6138.28161621198,
LfHgFliqwot5-LhU74XkMw,virgin-voyages-miami-2,Virgin Voyages,https://s3-media2.fl.yelpcdn.com/bphoto/61B1jNks3V9N7dsfAnjNTw/o.jpg,False,https://www.yelp.com/biz/virgin-voyages-miami-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,56,"[{'alias': 'travelagents', 'title': 'Travel Agents'}]",4.0,"{'latitude': 25.77786927267137, 'longitude': -80.1741100543821}",[],"{'address1': '', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33132']}",+19544882955,(954) 488-2955,5455.507385245229,
pM0HK7oAuUjmZqRqEQ3Opg,seafair-miami-miami,SeaFair Miami,https://s3-media3.fl.yelpcdn.com/bphoto/HB5f8AUfwi5WfOwNSd_oEQ/o.jpg,False,https://www.yelp.com/biz/seafair-miami-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,10,"[{'alias': 'tours', 'title': 'Tours'}]",3.0,"{'latitude': 25.772055, 'longitude': -80.185849}",[],"{'address1': 'Bayfront Park South Dock', 'address2': '', 'address3': 'Chopin Plaza', 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['Bayfront Park South Dock', 'Chopin Plaza', 'Miami, FL 33131']}",+13057135030,(305) 713-5030,4412.340488996638,
IykOHXn-E1LG81xbzURHdw,miami-tours-and-water-adventures-miami-beach-3,Miami Tours & Water Adventures,https://s3-media1.fl.yelpcdn.com/bphoto/3YGuDA3D3ZmckCChjGzbBQ/o.jpg,False,https://www.yelp.com/biz/miami-tours-and-water-adventures-miami-beach-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,125,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'boattours', 'title': 'Boat Tours'}, {'alias': 'jetskis', 'title': 'Jet Skis'}]",4.5,"{'latitude': 25.77401, 'longitude': -80.139367}",[],"{'address1': '429 Lenox Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['429 Lenox Ave', 'Miami Beach, FL 33139']}",+13057729942,(305) 772-9942,8959.958501507983,
JKl47TSzywk8ABQlDMfTzw,royal-caribbean-cruise-lines-miami,Royal Caribbean Cruise Lines,https://s3-media1.fl.yelpcdn.com/bphoto/sr-WcKD1NcV3DXNvhmGVOA/o.jpg,False,https://www.yelp.com/biz/royal-caribbean-cruise-lines-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,1018,"[{'alias': 'travelservices', 'title': 'Travel Services'}]",2.0,"{'latitude': 25.7752657, 'longitude': -80.1777309}",[],"{'address1': '1050 Caribbean Way', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1050 Caribbean Way', 'Miami, FL 33132']}",+13055396000,(305) 539-6000,5075.9290854936735,
L46kuCAT31urYrM_ghTlpw,lets-go-sailing-today-miami,Let's Go Sailing Today,https://s3-media4.fl.yelpcdn.com/bphoto/_fpipKSsKs6DLJN82KL4aw/o.jpg,False,https://www.yelp.com/biz/lets-go-sailing-today-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,24,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}]",5.0,"{'latitude': 25.7267385138061, 'longitude': -80.2352558076382}",[],"{'address1': '3400 Pan American Dr', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3400 Pan American Dr', 'Miami, FL 33133']}",+13056779616,(305) 677-9616,6243.732908639838,
BiTqabLwllDMB6K2ImeakQ,sailing-on-biscayne-bay-miami-3,Sailing On Biscayne Bay,https://s3-media1.fl.yelpcdn.com/bphoto/OcX4q7fDY5eh_xmitOuXWg/o.jpg,False,https://www.yelp.com/biz/sailing-on-biscayne-bay-miami-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,30,"[{'alias': 'boating', 'title': 'Boating'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'sailing', 'title': 'Sailing'}]",4.5,"{'latitude': 25.7318058013916, 'longitude': -80.2408599853516}",[],"{'address1': None, 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33133']}",+13053230783,(305) 323-0783,5830.658234583766,
qC_63I79BqdDMP1jjgQeDQ,life-is-great-yacht-charters-miami-beach-2,Life Is Great Yacht Charters,https://s3-media2.fl.yelpcdn.com/bphoto/dY04FJA_jEDIPvekBxdk2A/o.jpg,False,https://www.yelp.com/biz/life-is-great-yacht-charters-miami-beach-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,3,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}]",5.0,"{'latitude': 25.77166708481107, 'longitude': -80.13957031165664}",[],"{'address1': '300 Alton Rd', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['300 Alton Rd', 'Miami Beach, FL 33139']}",+15189923088,(518) 992-3088,8971.197634267557,
OQvd3X4VEuWOBXKBiSrVOg,norwegian-getaway-downtown-miami,Norwegian Getaway,https://s3-media2.fl.yelpcdn.com/bphoto/yIZrP3yPaYU52hOVhwFTJw/o.jpg,False,https://www.yelp.com/biz/norwegian-getaway-downtown-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,78,"[{'alias': 'tours', 'title': 'Tours'}]",3.0,"{'latitude': 25.76913, 'longitude': -80.18998}",[],"{'address1': None, 'address2': '', 'address3': '', 'city': 'Downtown Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['Downtown Miami, FL 33132']}",,,6203.905859940395,
xsjoyqb4-Xo6KvQb8nmYpA,problue-marine-miami,Problue Marine,https://s3-media1.fl.yelpcdn.com/bphoto/mfR7tb1-UAEDrR4NWfX_dg/o.jpg,False,https://www.yelp.com/biz/problue-marine-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,10,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}]",5.0,"{'latitude': 25.729073, 'longitude': -80.233048}",[],"{'address1': '3385 Pan American Dr', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3385 Pan American Dr', 'Miami, FL 33133']}",+13057767396,(305) 776-7396,5964.30692909164,
HxPr_OVmDkY5HjmcJag21Q,margaritaville-at-sea-riviera-beach-2,Margaritaville at Sea,https://s3-media2.fl.yelpcdn.com/bphoto/IqM1QnM1Octw9J5tkafw8g/o.jpg,False,https://www.yelp.com/biz/margaritaville-at-sea-riviera-beach-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,98,"[{'alias': 'travelservices', 'title': 'Travel Services'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'boattours', 'title': 'Boat Tours'}]",2.0,"{'latitude': 26.72209, 'longitude': -80.10232}",[],"{'address1': '1 E 11th St', 'address2': '', 'address3': None, 'city': 'Riviera Beach', 'zip_code': '33404', 'country': 'US', 'state': 'FL', 'display_address': ['1 E 11th St', 'Riviera Beach, FL 33404']}",+18008147100,(800) 814-7100,111287.61060649788,
x3QdHzc6ahwitHnTS55bSg,miami-party-boat-rentals-miami,Miami Party Boat Rentals,https://s3-media1.fl.yelpcdn.com/bphoto/XQd6XGb0-ffnAEMfLYLWzQ/o.jpg,False,https://www.yelp.com/biz/miami-party-boat-rentals-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,62,"[{'alias': 'boating', 'title': 'Boating'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}]",4.5,"{'latitude': 25.929227068257873, 'longitude': -80.12798554191401}",[],"{'address1': '400 Sunny Isles Blvd', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['400 Sunny Isles Blvd', 'Miami, FL 33160']}",+15082509644,(508) 250-9644,19154.1767497661,
CZGOoGr22ZHmzGNSe45K_Q,duck-tours-south-beach-miami-beach,Duck Tours South Beach,https://s3-media1.fl.yelpcdn.com/bphoto/wxRqxJw54sQfGBr9yMVAgg/o.jpg,False,https://www.yelp.com/biz/duck-tours-south-beach-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,288,"[{'alias': 'tours', 'title': 'Tours'}]",4.0,"{'latitude': 25.79114, 'longitude': -80.13052}",[],"{'address1': '1661 James Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1661 James Ave', 'Miami Beach, FL 33139']}",+13056732217,(305) 673-2217,9839.087179005368,
KgJ_nNnuDll5q59yfsHcKQ,everglades-holiday-park-fort-lauderdale-5,Everglades Holiday Park,https://s3-media1.fl.yelpcdn.com/bphoto/fkYkY3u1cGxzvwM7Mh9oBA/o.jpg,False,https://www.yelp.com/biz/everglades-holiday-park-fort-lauderdale-5?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,824,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'tours', 'title': 'Tours'}]",4.0,"{'latitude': 26.0608457592371, 'longitude': -80.4449329362457}",[],"{'address1': '21940 Griffin Rd', 'address2': '', 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33332', 'country': 'US', 'state': 'FL', 'display_address': ['21940 Griffin Rd', 'Fort Lauderdale, FL 33332']}",+19544348111,(954) 434-8111,37772.99229889265,
fHtrGneZYQayaB4fhfu9jw,oceania-cruises-miami-3,Oceania Cruises,https://s3-media1.fl.yelpcdn.com/bphoto/aCb17n5FhH5uriFMPa1TRQ/o.jpg,False,https://www.yelp.com/biz/oceania-cruises-miami-3?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,80,"[{'alias': 'tours', 'title': 'Tours'}]",2.0,"{'latitude': 25.79841, 'longitude': -80.31955}",[],"{'address1': '', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33122', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33122']}",+13055142300,(305) 514-2300,9325.948714556449,
Q6irNhdwwurFQJYDhNPy4g,pauls-miami-boat-tours-miami-beach,Paul's Miami Boat Tours,https://s3-media4.fl.yelpcdn.com/bphoto/KY3FV0lwHSNsi7um5aKdIg/o.jpg,False,https://www.yelp.com/biz/pauls-miami-boat-tours-miami-beach?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,9,"[{'alias': 'boattours', 'title': 'Boat Tours'}, {'alias': 'boatcharters', 'title': 'Boat Charters'}]",5.0,"{'latitude': 25.8613700866699, 'longitude': -80.125732421875}",[],"{'address1': None, 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33141', 'country': 'US', 'state': 'FL', 'display_address': ['Miami Beach, FL 33141']}",+13058471778,(305) 847-1778,11239.926196750592,
m2Q1VElVzjSu6NGX-Dx1ww,art-deco-tours-miami-beach-2,Art Deco Tours,https://s3-media4.fl.yelpcdn.com/bphoto/vHdoJ4-oN-xt2SzBWRQVkg/o.jpg,False,https://www.yelp.com/biz/art-deco-tours-miami-beach-2?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,49,"[{'alias': 'tours', 'title': 'Tours'}]",5.0,"{'latitude': 25.7807565155031, 'longitude': -80.1328537761719}",[],"{'address1': '', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['Miami Beach, FL 33139']}",+13058144058,(305) 814-4058,9563.523092542384,
QIwPFLsquv0usGexqIN0YA,south-beach-party-boats-miami,South Beach Party Boats,https://s3-media1.fl.yelpcdn.com/bphoto/qD06C5Qy8KJ9cmJ8qT60pg/o.jpg,False,https://www.yelp.com/biz/south-beach-party-boats-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,66,"[{'alias': 'boatcharters', 'title': 'Boat Charters'}, {'alias': 'boating', 'title': 'Boating'}]",3.0,"{'latitude': 25.8476152, 'longitude': -80.1868555}",[],"{'address1': '450 NE 79th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33138', 'country': 'US', 'state': 'FL', 'display_address': ['450 NE 79th St', 'Miami, FL 33138']}",+17865297787,(786) 529-7787,8280.522192685776,
KPZoIYNfq82B0BPAh0Ymog,quantum-of-the-seas-miami,Quantum of the Seas,https://s3-media2.fl.yelpcdn.com/bphoto/vpf_pOcteMj9DrnvnUBjBA/o.jpg,False,https://www.yelp.com/biz/quantum-of-the-seas-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,2,"[{'alias': 'tours', 'title': 'Tours'}]",4.5,"{'latitude': 25.7765593675433, 'longitude': -80.1781874522567}",[],"{'address1': '1050 Caribbean Way', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['1050 Caribbean Way', 'Miami, FL 33132']}",,,5066.349437075354,
dJEkNvooQMTnyGFTR74LaQ,everglades-airboat-expeditions-miami,Everglades Airboat Expeditions,https://s3-media2.fl.yelpcdn.com/bphoto/z65TCkB3bbdN91bKbeAoQg/o.jpg,False,https://www.yelp.com/biz/everglades-airboat-expeditions-miami?adjust_creative=xaZ1Joo3-9aWJr5cVO0Jdg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=xaZ1Joo3-9aWJr5cVO0Jdg,34,"[{'alias': 'boattours', 'title': 'Boat Tours'}]",5.0,"{'latitude': 25.761077785274203, 'longitude': -80.50243066146415}",[],"{'address1': None, 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33194', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33194']}",+18883858687,(888) 385-8687,27548.767303176774,
